!  
! R    D    M    P
2000
0.02724065894232403 3522795650.4995165 387336.6163448241 -24661145234.07854
0.02742957695504879 3498484300.3016524 393564.00862347905 -24661046517.41209
0.027619805142230325 3474340392.593136 399877.98834919604 -24660946906.15529
0.027811352590122938 3450362774.1395664 406279.75884137594 -24660846395.57233
0.028004228447995466 3426550299.6493473 412770.5401292179 -24660744980.884777
0.028198441928568272 3402901831.7190003 419351.56918348715 -24660642657.2713
0.028394002308453313 3379416240.7788157 426024.1001514937 -24660539419.867477
0.02859091892859722 3356092405.0389056 432789.4045953229 -24660435263.765564
0.02878920119472747 3332929210.4356318 439648.7717333651 -24660330184.014256
0.02898885857780167 3309925550.5783772 446603.508685189 -24660224175.61846
0.029189900614459915 3287080326.696703 453654.9407198047 -24660117233.539062
0.029392336907480315 3264392447.587877 460804.4115073637 -24660009352.692684
0.02959617712623767 3241860829.564738 468053.283374343 -24659900527.95146
0.029801431007165334 3219484396.4039416 475402.93756226165 -24659790754.142788
0.030008108354220266 3197262079.2945504 482854.7744899783 -24659680026.049076
0.030216219039351327 3175192816.7869854 490410.21401961957 -24659568338.40751
0.030425773002970804 3153275554.7423244 498070.6957261881 -24659455685.909817
0.030636780254429206 3131509246.2819495 505837.67917090247 -24659342063.202
0.030849250872493416 3109892851.7375426 513712.64417832234 -24659227464.884083
0.03106319500582802 3088425338.601431 521697.09111730324 -24659111885.509888
0.031278622873480114 3067105681.4772654 529792.5411858447 -24658995319.58675
0.031495544765367395 3045932862.0310445 538000.5366998775 -24658877761.575268
0.03171397104276968 3024905868.9424644 546322.6413860475 -24658759205.88904
0.031933912138823774 3004023697.8566265 554760.4406785503 -24658639646.89444
0.03215537855902187 2983285351.336059 563315.542020074 -24658519078.910294
0.03237838088171328 2962689838.8130727 571989.5751669041 -24658397496.207657
0.032602929758609754 2942236176.542445 580784.1924982513 -24658274893.009525
0.03282903591529423 2921923387.55444 589701.0693298561 -24658151263.49059
0.03305671015173317 2901750501.608128 598741.9042319354 -24658026601.77693
0.03328596334279239 2881716555.14506 607908.4193515239 -24657900901.945766
0.03351680643875655 2861820591.243232 617202.3607392773 -24657774158.025177
0.0337492504658521 2842061659.57138 626625.498680792 -24657646363.9938
0.033983306526774046 2822438816.343588 636179.628032512 -24657517513.780586
0.03421898580121625 2802951124.274203 645866.5685622802 -24657387601.26448
0.03445629954640538 2783597652.5330744 655688.1652945953 -24657256620.274166
0.03469525909763864 2764377476.7010927 665646.2888606503 -24657124564.587757
0.03493587586882521 2745289678.7260227 675742.8358532077 -24656991427.932507
0.03517816135303143 2726333346.878663 685979.7291863827 -24656857203.98453
0.03542212712302975 2707507575.7093 696358.9184604016 -24656721886.3685
0.03566778483185152 2688811466.0044456 706882.3803314036 -24656585468.65733
0.035915146213343595 2670244124.7439003 717552.1188863568 -24656447944.37192
0.0361642230827288 2651804665.058087 728370.1660231559 -24656309306.980804
0.03641502733717027 2633492206.185702 739338.5818359756 -24656169549.89989
0.03666757095633976 2615305873.431633 750459.4550059526 -24656028666.492107
0.03692186600298979 2597244798.1251845 761734.9031972655 -24655886650.067135
0.03717792462352989 2579308117.5785885 773167.0734586946 -24655743493.881077
0.03743575904860672 2561494975.0457945 784758.1426307256 -24655599191.13613
0.037695381593688314 2543804519.681546 796510.3177582873 -24655453734.980305
0.03795680465965228 2526235906.5007434 808425.8365091885 -24655307118.50706
0.038220040733378174 2508788296.3380804 820506.9675983414 -24655159334.75502
0.03848510238834389 2491460855.807966 832756.011217845 -24655010376.70763
0.038752002285226295 2474252757.26471 845175.2994730154 -24654860237.292828
0.03902075317250589 2457163178.762997 857767.196824437 -24654708909.382725
0.039291367887075795 2440191304.0186224 870534.1005361257 -24654556385.793278
0.0395638593548549 2423336322.3695064 883478.4411298835 -24654402659.28392
0.03983824059140525 2406597428.7369676 896602.6828459285 -24654247722.55727
0.040114524702553736 2389973823.5872726 909909.3241098921 -24654091568.25877
0.040392724885018126 2373464712.8934445 923400.898006266 -24653934188.97633
0.04067285442703737 2357069308.0973377 937079.9727583893 -24653775577.240005
0.04095492670900633 2340786826.0719705 950949.1522150666 -24653615725.52164
0.041238955204114885 2324616489.084115 965011.076343908 -24653454626.234512
0.041524953478991496 2308557524.7571626 979268.4217314824 -24653292271.73299
0.041812935194351204 2292609166.0342126 993723.9020903797 -24653128654.312172
0.042102914105648134 2276770651.141452 1008380.2687732743 -24652963766.207516
0.04239490406373252 2261041223.5517516 1023240.3112940892 -24652797599.594505
0.04268891901551232 2245420131.948547 1038306.8578563561 -24652630146.58825
0.04298497300461934 2229906630.1899405 1053582.775888872 -24652461399.243156
0.043283080172080074 2214499977.2730646 1069070.972588751 -24652291349.55253
0.04358325475699114 2199199437.2986917 1084774.395471976 -24652119989.44821
0.043885511097199355 2184004279.436082 1100696.0329315462 -24651947310.800217
0.04418986362998673 2168913777.8880653 1116838.9148033408 -24651773305.41633
0.04449632689275988 2153927211.8563943 1133206.1129397787 -24651597965.041748
0.044804915523744535 2139043865.5072958 1149800.741791411 -24651421281.358677
0.04511564426268467 2124263027.93729 1166625.9589965332 -24651243245.985973
0.04542852795154658 2109583993.1392286 1183684.9659789377 -24651063850.478725
0.04574358153522782 2095006059.9685767 1200981.0085539173 -24650883086.327877
0.04606082006227099 2080528532.1099186 1218517.3775426282 -24650700944.95982
0.0463802586855826 2066150718.0437024 1236297.409394935 -24650517417.736023
0.0467019126631568 2051871931.0132058 1254324.4868208491 -24650332495.9526
0.04702579735880418 2037691488.9917328 1272602.0394306767 -24650146170.839916
0.04735192824288568 2023608714.650042 1291133.5443840048 -24649958433.56219
0.047680320893051416 2009622935.32399 1309922.527047633 -24649769275.217083
0.048010990994984924 1995733482.9824 1328972.5616625948 -24649578686.835266
0.048343954343152196 1981939694.195153 1348287.2720203614 -24649386659.38003
0.04867922684155622 1968240910.1015096 1367870.3321483904 -24649193183.74685
0.049016824504496605 1954636476.3786204 1387725.4670051208 -24648998250.762974
0.0493567634573345 1941125743.210293 1407856.4531845567 -24648801851.186985
0.049699059937262834 1927708065.2559383 1428267.1196305659 -24648603975.70838
0.05004373029408187 1914382801.6197495 1448961.3483610316 -24648404614.947147
0.05039079099098017 1901149315.8200958 1469943.0752019875 -24648203759.453316
0.05074025860532095 1888006975.7591124 1491216.290531876 -24648001399.70653
0.05109214982943389 1874955153.692514 1512785.0400360688 -24647797526.115604
0.05144648147141248 1861993226.199609 1534653.4254717897 -24647592129.018066
0.05180327045591681 1849120574.153519 1556825.6054435812 -24647385198.679745
0.052162533824981996 1836336582.691611 1579305.796189461 -24647176725.294277
0.05252428873883222 1823640641.1861258 1602098.2723779178 -24646966698.982685
0.05288855247670035 1811032143.2150106 1625207.3679158876 -24646755109.792908
0.05325534243765329 1798510486.5329547 1648637.4767678678 -24646541947.699345
0.05362467614142308 1786075073.0426242 1672393.0537863213 -24646327202.602375
0.05399657122924368 1773725308.7660897 1696478.6155535206 -24646110864.327923
0.05437104546469363 1761460603.8164585 1720898.7412349926 -24645892922.626965
0.054748116734544536 1749280372.3696995 1745658.0734447245 -24645673367.175045
0.05512780304961541 1737184032.6366582 1770761.319122287 -24645452187.571842
0.055510122545632964 1725171006.8352687 1796213.2504220416 -24645229373.340637
0.055895093484097866 1713240721.1629558 1822018.7056145999 -24645004913.927868
0.05628273425315702 1701392605.7692304 1848182.5900006958 -24644778798.702618
0.05667306336848183 1689626094.728462 1874709.8768376468 -24644551016.956142
0.05706609947415265 1677940626.0128577 1901605.6082785733 -24644321557.90137
0.057461861343549296 1666335641.4656112 1928874.896324556 -24644090410.67239
0.05786036788024774 1654810586.7742422 1956522.9237898989 -24643857564.323975
0.058261638118923084 1643364911.4441218 1984554.9452806886 -24643623007.831062
0.05866569122625871 1631998068.7721775 2012976.288186822 -24643386730.088245
0.05907254650186181 1620709515.8207767 2041792.3536876962 -24643148719.909267
0.059482223379185205 1609498713.391799 2071008.6177717373 -24642908966.0265
0.05989474142645559 1598365126.000878 2100630.6322699673 -24642667457.090435
0.06031012034760822 1587308221.8518248 2130664.0259037954 -24642424181.66915
0.06072837998322808 1576327472.8112223 2161114.5053472305 -24642179128.247776
0.06114954031149754 1565422354.3832064 2191987.856303708 -24641932285.227997
0.06157362144915061 1554592345.6844103 2223289.944597742 -24641683640.927483
0.062000643652433914 1543836929.4190807 2255026.7172815935 -24641433183.57937
0.06243062731807407 1533155591.8543754 2287204.203757158 -24641180901.33171
0.06286359298425206 1522547822.7958214 2319828.516913303 -24640926782.24695
0.0632995613315842 1512013115.5629416 2352905.8542788364 -24640670814.301342
0.06373855318410991 1501550966.965065 2386442.4991913415 -24640412985.384422
0.06418058951028646 1491160877.2772768 2420444.821982086 -24640153283.298447
0.06462569142399048 1480842350.2165608 2454919.281177231 -24639891695.757824
0.06507388018552646 1470594892.9180892 2489872.42471555 -24639628210.388557
0.06552517720264223 1460418015.9116814 2525310.891182898 -24639362814.727684
0.06597960403155156 1450311233.0984228 2561241.411063656 -24639095496.22268
0.06643718237796375 1440274061.727452 2597670.8080093735 -24638826242.230907
0.0668979340981204 1430306022.3728952 2634606.000124856 -24638555040.019028
0.06736188119983949 1420406638.9109695 2672054.0012719384 -24638281876.762405
0.06782904584356632 1410575438.4972413 2710021.922391149 -24638006739.54454
0.0682994503434323 1400811951.5440428 2748516.9728415823 -24637729615.35646
0.06877311716832056 1391115711.6980352 2787546.46175914 -24637450491.09613
0.06925006894293934 1381486255.8179424 2827117.79943347 -24637169353.567856
0.06973032844890253 1371923123.952421 2867238.498703802 -24636886189.481667
0.07021391862581798 1362425859.318095 2907916.1763739763 -24636600985.452724
0.07070086257238302 1352994008.2777364 2949158.554646888 -24636313728.000694
0.07119118354748795 1343627120.3185978 2990973.462578666 -24636024403.54914
0.07168490497132689 1334324748.0308933 3033368.837552795 -24635732998.4249
0.07218205042651649 1325086447.0864284 3076352.7267745016 -24635439498.857456
0.07268264365922236 1315911776.217374 3119933.288785655 -24635143890.978306
0.07318670858029327 1306800297.1951919 3164118.795000462 -24634846160.82034
0.0736942692664033 1297751574.8097045 3208917.6312622605 -24634546294.317184
0.07420534996120182 1288765176.8482995 3254338.299421676 -24634244277.302574
0.0747199750764715 1279840674.075296 3300389.418936435 -24633940095.509697
0.07523816919329437 1270977640.2114325 3347079.728493152 -24633633734.570553
0.0757599570632259 1262175651.9135122 3394418.0876513636 -24633325180.015278
0.07628536360947727 1253434288.7541747 3442413.478510126 -24633014417.27151
0.07681441392810583 1244753133.2018237 3491075.0073974784 -24632701431.663704
0.07734713328921379 1236131770.6006768 3540411.906583091 -24632386208.41247
0.07788354713815532 1227569789.1509593 3590433.5360144046 -24632068732.633907
0.07842368109675185 1219066779.8892395 3641149.385076586 -24631748989.33891
0.07896756096451597 1210622336.6688895 3692569.074376624 -24631426963.432484
0.07951521271988372 1202236056.140688 3744702.357551891 -24631102639.71309
0.08006666252145543 1193907537.7335553 3797559.123103505 -24630776002.871918
0.08062193670924521 1185636383.6354156 3851149.396254836 -24630447037.492195
0.08118106180593909 1177422198.7742007 3905483.3408354903 -24630115728.0485
0.08174406451816187 1169264590.7989762 3960571.261191112 -24629782058.906055
0.08231097173775273 1161163170.061203 4016423.604119379 -24629446014.31999
0.08288181054304977 1153117549.5961204 4073050.960832523 -24629107578.434654
0.08345660820018336 1145127345.1042721 4130464.0689467443 -24628766735.282898
0.08403539216437855 1137192174.9331398 4188673.8144988962 -24628423468.785313
0.08461819008126646 1129311660.058921 4247691.233990789 -24628077762.749546
0.08520502978820474 1121485424.0684218 4307527.516461507 -24627729600.86953
0.08579593931560721 1113713093.141078 4368194.00558811 -24627378966.724773
0.0863909468882829 1105994296.031098 4429702.201815122 -24627025843.779587
0.08699008092678397 1098328664.0497317 4492063.764513153 -24626670215.382347
0.08759337004876334 1090715831.0476627 4555290.514167107 -24626312064.76475
0.08820084307034162 1083155433.3975132 4619394.4345943425 -24625951375.041035
0.08881252900748349 1075647109.976481 4684387.675193203 -24625588129.207233
0.08942845707738364 1068190502.1490853 4750282.553222321 -24625222310.14039
0.09004865669986237 1060785253.7500405 4817091.556111127 -24624853900.597794
0.09067315749877075 1053431011.0672427 4884827.343801972 -24624482883.21619
0.09130198930340572 1046127422.8248732 4953502.751124314 -24624109240.511013
0.09193518214993475 1038874140.1666211 5023130.790201364 -24623732954.875572
0.09257276628283065 1031670816.6390209 5093724.652889691 -24623354008.58027
0.0932147721563161 1024517108.1749026 5165297.7132521635 -24622972383.7718
0.09386123043581832 1017412673.0769562 5237863.530064736 -24622588062.472347
0.09451217199943392 1010357172.001414 5311435.849357532 -24622201026.578754
0.09516762793940357 1003350267.9418396 5386028.6069906205 -24621811257.86173
0.09582762956359732 996391626.2130297 5461655.931265069 -24621418737.965015
0.0964922083970099 989480914.43503 5538332.145569662 -24621023448.404556
0.09716139618326655 982617802.5172582 5616071.771063796 -24620625370.567673
0.09783522488613933 975801962.6427368 5694889.529397058 -24620224485.71222
0.09851372669107374 969033069.2524351 5774800.345465951 -24619820774.96574
0.09919693400672615 962310799.029718 5855819.350208297 -24619414219.324627
0.09988487946651176 955634830.8849056 5937961.883435816 -24619004799.653255
0.10057759593016334 949004845.9399327 6021243.496705392 -24618592496.683117
0.10127511648530081 942420527.5131187 6105679.956229568 -24618177291.011982
0.10197747444901163 935881561.1040426 6191287.245826775 -24617759163.102997
0.10268470336944222 929387634.3785198 6278081.569911854 -24617338093.28382
0.10339683702740034 922938437.1536827 6366079.356527401 -24616914061.745747
0.10411390943796868 916533661.3831655 6455297.2604165 -24616487048.542793
0.1048359548521296 910173001.1423916 6545752.166137394 -24616057033.590843
0.10556300775840109 903856152.6139587 6637461.19122066 -24615623996.66671
0.10629510288448413 897582814.0731274 6730441.6893694615 -24615187917.40724
0.10703227519892144 891352685.873411 6824711.253703473 -24614748775.30842
0.10777455991276784 885165470.4322608 6920287.720047058 -24614306549.724434
0.10852199248127195 879020872.2168533 7017189.1702622725 -24613861219.86676
0.10927460860556987 872918597.7299725 7115433.935627362 -24613412764.803215
0.11003244423439035 866858355.4959936 7215040.600261291 -24612961163.457043
0.11079553556577192 860839856.046958 7316028.004594982 -24612506394.60596
0.11156391904879186 854862811.9087473 7418415.248889866 -24612048436.881218
0.11233763138530722 848926937.5873533 7522221.696804391 -24611587268.766632
0.11311670953170791 843031949.5552405 7627466.97900914 -24611122868.59764
0.11390119070068183 837177566.2378026 7734170.996851196 -24610655214.560318
0.11469111236299244 831363507.9999133 7842353.9260684345 -24610184284.690434
0.11548651224926841 825589497.1325732 7952036.220554409 -24609710056.872425
0.11628742835180614 819855257.8396362 8063238.616174544 -24609232508.83846
0.11709389892638403 814160516.2246462 8175982.134634216 -24608751618.167416
0.11790596249409005 808505000.277747 8290288.087399582 -24608267362.283905
0.11872365784316163 802888439.8626931 8406178.079671742 -24607779718.45724
0.1195470240308384 797310566.703947 8523674.014415007 -24607288663.80046
0.12037610038522775 791771114.3738613 8642798.096439973 -24606794175.26927
0.12121092650718328 786269818.2799569 8763572.836542172 -24606296229.661076
0.12205154227219643 780806415.6522815 8886021.055697015 -24605794803.613888
0.12289798783230109 775380645.5308614 9010165.889311798 -24605289873.605335
0.12375030361799146 769992248.7532339 9136030.79153554 -24604781415.951595
0.1246085303401532 764640967.9420687 9263639.539627416 -24604269406.80637
0.12547270899200805 759326547.4928756 9393016.2383846 -24603753822.159794
0.12634288085107173 754048733.5617956 9524185.324630283 -24603234637.837406
0.12721908748112581 748807274.0534734 9657171.571762696 -24602711829.49905
0.1281013707342027 743601918.6090188 9792000.09436593 -24602185372.63784
0.12898977275258497 738432418.5940467 9928696.352883449 -24601655242.579018
0.1298843359708181 733298527.0868018 10067286.158355022 -24601121414.478912
0.13078510311773753 728199998.8663617 10207795.67721806 -24600583863.323833
0.13169211721850943 723136590.4009299 10350251.436174097 -24600042563.92895
0.13260542159668592 718108059.8361956 10494680.327121386 -24599497490.93719
0.1335250598762744 713114166.983788 10641109.612154424 -24598948618.818134
0.13445107598382117 708154673.3097996 10789566.928631352 -24598395921.866867
0.13538351415050975 703229341.923394 10940080.29431012 -24597839374.20286
0.13632241891427332 698337937.5654919 11092678.1125543 -24597278949.768856
0.1372678351219225 693480226.5975299 11247389.17760961 -24596714622.329662
0.138219807931287 688655976.9903053 11404242.679951873 -24596146365.47106
0.13917838281337275 683864958.3128912 11563268.211707583 -24595574152.598625
0.140143605554534 679106941.7216287 11724495.772147967 -24594997956.936523
0.14111552225866006 674381699.9491975 11887955.77325745 -24594417751.526398
0.14209417934937757 669689007.2937609 12053679.045377664 -24593833509.226143
0.14307962357226794 665028639.6081823 12221696.842927884 -24593245202.708736
0.1440719019971001 660400374.2893229 12392040.850202974 -24592652804.46102
0.14507106202007886 655803990.2674042 12564743.187249886 -24592056286.78253
0.14607715136610866 651239267.9954531 12739836.415823692 -24591455621.78426
0.1470902180910733 646705989.4388113 12917353.545424325 -24590850781.387447
0.1481103105841313 642203938.0647236 13097328.039414976 -24590241737.322346
0.14913747757002704 637732898.831993 13279793.821223335 -24589628461.127
0.15017176811141839 633292658.18071 13464785.280626742 -24589010924.145996
0.15121323161121994 628883004.022053 13652337.28012236 -24588389097.529213
0.15226191781496282 624503725.7281555 13842485.161383502 -24587762952.23057
0.15331787681317088 620154614.1220468 14035264.751803322 -24587132459.00677
0.1543811590437531 615835461.46766 14230712.37112689 -24586497588.415993
0.1554518152944129 611546061.4599099 14428864.838173017 -24585858310.81666
0.15652989670507395 607286209.2148376 14629759.477646854 -24585214596.36612
0.15761545477032288 603055701.2598256 14833434.127044586 -24584566415.019363
0.15870854134186888 598854335.5238775 15039927.14365137 -24583913736.527706
0.1598092086310205 594681911.3279675 15249277.411633834 -24583256530.437496
0.16091750921117942 590538229.3754525 15461524.349228315 -24582594766.088783
0.1620334960203516 586423091.7425544 15676707.916026134 -24581928412.61399
